"","X16S22DTH68.1_L2_Q1157W0181","X16S22DTH68.4_L2_Q1160W0181","X16S22DTH68.6_L2_Q1162W0181","X16S22DTH68.8_L2_Q1164W0181","X16S22DTH68.14_L2_Q1170W0181","X16S22DTH68.17_L2_Q1173W0181","X16S22DTH68.20_L2_Q0588W0181","X16S22DTH68.30_L2_Q1184W0181","X16S22DTH68.35_L2_Q1161W0179","X16S22DTH68.47_L2_Q1172W0179","X16S22DTH68.54_L2_Q1178W0179","X16S22DTH68.58_L2_Q0521W0179","X16S22DTH68.62_L2_Q1156W0180","X16S22DTH68.71_L2_Q1165W0180","X16S22DTH68.73_L2_Q1167W0180","X16S22DTH68.88_L2_Q1178W0180","X16S22DTH68.93_L2_Q1182W0180","X16S22DTH68.98_L2_Q1153W0180","X16S22DTH68.106_L2_Q1168W0650","X16S22DTH68.113_L2_Q1174W0650","X16S22DTH68.125_L2_Q0521W0650","X16S22DTH68.129_L2_Q1184W0650","X16S22DTH68.137_L2_Q1165W0195","X16S22DTH68.140_L2_Q1168W0195","X16S22DTH68.145_L2_Q1172W0195","X16S22DTH68.152_L2_Q1178W0195","X16S22DTH68.162_L2_Q1163W0196","X16S22DTH68.164_L2_Q1165W0196","X16S22DTH68.166_L2_Q1167W0196","X16S22DTH68.167_L2_Q1168W0196","X16S22DTH68.170_L2_Q1172W0196","X16S22DTH68.174_L2_Q0588W0196","X16S22DTH68.193_L2_Q1169W0197","X16S22DTH68.198_L2_Q1174W0197","X16S22DTH68.199_L2_Q1175W0197","X16S22DTH80.212_L2_Q0393W0193","X16S22DTH80.219_L2_Q1190W0193","X16S22DTH80.223_L2_Q0003W0198","X16S22DTH80.227_L2_Q0390W0198","X16S22DTH80.239_L2_Q1190W0198","X16S22DTH80.243_L2_Q1193W0198","X16S22DTH80.248_L2_Q0391W0199","X16S22DTH80.254_L2_Q0395W0199","X16S22DTH80.257_L2_Q1188W0199","X16S22DTH80.274_L2_Q0395W0072","X16S22DTH80.284_L2_Q0003W0066","X16S22DTH80.292_L2_Q1187W0066","X16S22DTH80.297_L2_Q0397W0066","X16S22DTH80.301_L2_Q0004W0069","X16S22DTH80.329_L2_Q0394W0070","X16S22DTH80.332_L2_Q0397W0070","X16S22DTH80.337_L2_Q1192W0070","X16S22DTH80.343_L2_Q0390W0071","X16S22DTH80.346_L2_Q1186W0071","X16S22DTH80.354_L2_Q1189W0071","X16S22DTH80.360_L2_Q0004W0565","X16S22DTH80.365_L2_Q0392W0565","X16S22DTH80.377_L2_Q1192W0565","X16S22DTH80.386_L2_Q1186W1757","X16S22DTH80_394","X16S22DTH80_410","X16S22DTH80_420","X16S22DTH80_429","X16S22DTH80_434","X16S22DTH80_443","X16S22DTH80_462","X16S22DTH80_466","X16S22DTH80_468","X16S22DTH80_469","X16S22DTH80_475","X16S22DTH80_486","X16S22DTH80_487","X16S22DTH80_502","X16S22DTH80_507","X16S22DTH80_511","X16S22DTH80_526","X16S22DTH80_530","X16S22DTH80_543","X16S22DTH80_544","X16S22DTH80_560","X16S22DTH80_564","X16S22DTH80_575","X16S22DTH80_576","X16S22DTH80_586","X16S22DTH80_594","X16S22DTH80_598","X16S22DTH80_601","X16S22DTH80_602","X16S22DTH80_632","X16S22DTH80_635","X16S22DTH80_647","X16S22DTH80_653","X16S22DTH80_680","X16S22DTH80_682","X16S22DTH80_687","X16S22DTH80_690","X16S22DTH80_700","X16S22DTH80_705","X16S22DTH80_710","X16S22DTH80_732","X16S22DTH80_740","X16S22DTH80_745","X16S22DTH80_753","X16S22DTH80_757","X16S22DTH80_762","X16S22DTH80_775","X16S22DTH80_783","X16S22DTH80_791","X16S22DTH80_794","X16S22DTH80_798","X16S22DTH80_801","X16S22DTH80_805","X16S22DTH80_808","X16S22DTH80_810","X16S22DTH80_814","X16S22DTH80_819","X16S22DTH80_821","X16S22DTH80_830","X16S22DTH80_833","A11_475","A13_473","A15_474","A16_473","A19_475","A2_473","A23_473","A23_474","A26_475","A27_474","A28_473","A3_474","A33_475","A34_474","A39_475","A4_475","A43_473","A43_474","A7_473","anzhen123_E_1","anzhen124_E_1","anzhen125_E_1","BL15001","BL16009","BL16010","BL16011","BL16014","BL16023","BL16027","BL16031","BL16033","BL16043","BL16046","BL16055","BL16056","BL16057","BL16069","BL16074","BL16082","BL16091","BL16101","BL16106","BL16111","BL16115","BL16126","BL16128","BL16134","BL16136","BL16139","BL16149","BL16151","BL16152","BL201701000994","BL201701001002","BL201701001010","BL201701001016","BL201701001022","BL201701001024","BL201701001030","BL201701001035","BL201701001126","BL201701001130","BL201703001198","BL201703001202","BL201703001370","BL201703001374","BL201703001375","BL201703001376","BL201703001377","BL201703001380","BL201705001633","BL201705001634","BL201705001639","BL201705001645","BL201705001711","BL201705001713","BL201705001715","BL201706002318","BL201706002319","BL201706002320","BL201711004468","BL201711004482","BL201711004486","BL201711004495","BL201712004849","BL201712004861","BL201712004867","BL201712004868","BL201712004880","BL201712004890","BL201712004898","BL201712004903","BL201712004910","BL201712004924","BL201712004932","BL201712004933","BL201712004935","BL201712004937","BL201712004947","BL201712004953","BL201712004967","BL201712004977","BL201712004981","BL201712004982","BL201712004983","BL201712004990","E102_E_1","E103_E_1","E107_E_1","E108_E_1","E113_E_1","E114_E_1","E115_E_1","E117_E_1","E118_E_1","E120_E_1","E124_E_1","E125_E_1","E44_E_1","E45_E_1","E46_E_1","E47_E_1","E49_E_1","E50_E_1","E51_E_1","E52_E_1","E57_E_1","E58_E_1","E60_E_1","E61_E_1","E63_E_1","E64_E_1","E66_E_1","E67_E_1","E68_E_1","E69_E_1","E70_E_1","E71_E_1","E73_E_1","E76_E_1","E77_E_0","E79_E_1","E80_E_1","E81_E_1","E83_E_1","E85_E_1","E86_E_1","E87_E_1","E88_E_1","E89_E_1","E90_E_1","E92_E_1","E93_E_1","E94_E_1","E97_E_1","E98_E_1","E99_E_1","MiLib476_A1","MiLib476_A14","MiLib476_A16","MiLib476_A20","MiLib476_A8","MiLib477_A1","MiLib477_A17","MiLib477_A25","MiLib477_A37","MiLib477_A43","MiLib477_A9","MiLib478_A12","MiLib478_A17","MiLib478_A22","MiLib478_A25","MiLib478_A27","MiLib478_A43","MiLib478_A7","MiLib479_A1","MiLib479_A13","MiLib479_A17","MiLib479_A3","MiLib479_A42","MiLib479_A44","E56_E_1","E75_E_1","X16S23DTH54_839","X16S23DTH54_840","X16S23DTH54_841","X16S23DTH54_842","X16S23DTH54_843","X16S23DTH54_844","X16S23DTH54_845","X16S23DTH54_846","X16S23DTH54_847","X16S23DTH54_848","X16S23DTH54_849","X16S23DTH54_850","X16S23DTH54_851","X16S23DTH54_852","X16S23DTH54_853","X16S23DTH54_854","X16S23DTH54_855","X16S23DTH54_856","X16S23DTH54_857","X16S23DTH54_858","X16S23DTH54_859","X16S23DTH54_860","X16S23DTH54_861","X16S23DTH54_862","X16S23DTH54_863","X16S23DTH54_864","X16S23DTH54_865","X16S23DTH54_866","X16S23DTH54_867","X16S23DTH54_868","X16S23DTH54_869","X16S23DTH54_870","X16S23DTH54_871","X16S23DTH54_872","X16S23DTH54_873","X16S23DTH54_874","X16S23DTH54_875","X16S23DTH54_876","X16S23DTH54_877","X16S23DTH54_879","X16S23DTH54_880","X16S23DTH54_881","X16S23DTH54_882","X16S23DTH54_883","X16S23DTH54_884","X16S23DTH54_885","X16S23DTH54_886","X16S23DTH54_887","X16S23DTH54_888","X16S23DTH54_889","X16S23DTH54_890","X16S23DTH54_891","X16S23DTH54_892","X16S23DTH54_893","X16S23DTH54_895","X16S23DTH54_896","X16S23DTH54_897"
"f__Veillonellaceae;g__Thermosinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218277066356228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Veillonellaceae;g__vadinHB04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152972027972028,0,0.00397727272727273,0,0.00034447123665174,0.00274135876042908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Veillonellaceae;g__Veillonella",0.0120347671049699,0,0,0.0309050772626932,0.00711321873147599,0.00923287358942209,0,0.00185283218634198,0.0482713633398565,0,0,0,0,0,0.0104712041884817,0.00531697341513292,0,0,0.00334308399498537,0.0179083094555874,0.0158615717375631,0,0.00133057362507392,0,0,0,0,0,0,0,0,0,0,0,0,0.0102165917449939,0.0300636596537536,0.0349187236604455,0.00574229691876751,0.00389031217383053,0.000358780147498505,0.00172590130401432,0.00289489311163895,0.0295076112673541,0.0333413480804681,0.0155263959050356,0.0296115186090736,0.0555768861585717,0.0116716379198548,0.0208345842089463,0.00135478408128704,0.00298428528256271,0,0.0192895789226064,0.00951515151515151,0.0267782730006885,0.0228460108031524,0.0483957874112172,0.00227605774327316,0.00895904436860068,0,0.00200025003125391,0.00211774671749259,0.00514119846502017,0.00210415570752236,0.00957854406130268,0.00623142701194736,0,0,0.00248360818597258,0.0117348556929908,0.000422119037568594,0,0.0319383259911894,0,0,0,0,0,0.00313971742543171,0.00129906477897416,0.00376096949435855,0.000707759619096641,0.0131688458130856,0.0159955257270694,0.00165871863985072,0.00182507370489962,0.00563652059107297,0.00901194212562022,0.000121869477789288,0.00441228015917198,0.00497412881278408,0.00768103837780851,0.0134103926216885,0.00267560360886876,0.00459410585992865,0.000461128006938879,0.00315891786813543,0.000795805636176388,0,0.00388899874761057,8.88954737387955e-05,0.000258381241521866,0.00871881811576653,0,0.00015633305193384,0,0.0108689266200576,0,0,0.000793887069564354,0.000676170620386544,0.00187773083450692,0.00171391355020053,0.000698324022346369,0.00119523982746973,0,0.000289268151576511,0,0,0,0.0196078431372549,0,0.117647058823529,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0.00149775336994508,0,0,0,0,0,0,0,0.000536352800953516,0,0,0,0.00350133603611905,0,0.0151843817787419,0,0,0,0.00872102773957669,0,0,0,0,0,0,0,0,0,0,0,0.0163934426229508,0,0,0,0,0,0,0,0.0229885057471264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132377275234418,0,0.016260162601626,0,0,0,0.012396694214876,0.0398633257403189,0,0,0,0,0.00706713780918728,0,0.0271739130434783,0,0.0400801603206413,0,0,0,0,0,0,0.0126050420168067,0,0,0,0,0,0,0,0.0822784810126582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116344529930569,0,0.00869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101121125522093,0,0,0,0,0.00595406861355259,0.000124331717021012,0.00145375249863711,0.000519615484541439,0,0,0,0,0,0.000216555895045201,0,0,0.00185528756957328,0,0,0.005417343834646,0.000340174622973126,0.0404447892423067,0.000528182298347544,0.0141128491320329,0.000155678368490698,0.00806879309038564,0.000577081615828524,0.0112892880051315,0.00199004975124378,0.0173083417764269,0.00167509067338645,0.0115670848394642,0.0230874313625103,0.0130208333333333,0.0002747856671796,0.00108494191040188,0.00381006006006006,0,2.18935753303193e-05,0,0.00285645967027925,6.58587987355111e-05,7.42335387127904e-05,0.016112584132164,0.011287751497135,0.0110935023771791,0.0131635603124808,0.0222132567577189,0.0236813119569208,4.42904122330119e-05,0.00945654047804967,0.0172380532436752,0.00289052029365286,0.0385425892557188,0.00789675902906477,0.0219461307983121,0.00690650065933446,0.0095545767197344,0.00232480903354367,0.0447401844386769,0.0387667689392058
"f__Verrucomicrobiaceae;g__Akkermansia",0.0231780699799421,0.0146714728388035,0.0040650406504065,0,0,0.0176678445229682,0.000475059382422803,0.0108523028057173,0,0.001508864579404,0.00321156162183862,0.00402569593147752,0,0.00249221183800623,0,0,0,0,0,0,0,0.00218698742482231,0.00473092844470727,0.00337584396099025,0.00704075101344143,0.000202680448937194,0.00341929505001118,0.000472403747736399,0.000704,0.000727590221187427,0,0.00098616550674819,0,5.09430838395802e-05,0.000678763744965836,0,7.76337240897446e-05,0.000481637567730283,0.000714644832291891,0.00426985482493595,0.000597966912497508,0,0,0.000669612963706977,0.0030456039111966,0.0159907945861434,0.000769718373630354,0.000767901708581302,0.000734880906064929,0.000780546382467727,0.000575783234546994,0,0.000130907186804556,0.000823335685721007,0,0,0.00194810944833082,0.00137154053392114,0.00168365915255823,0.000341296928327645,0.000139363110584628,0.00837604700587573,0.000338839474798814,0.00501820328643117,0.0315623356128353,0,0.00031839408090242,0,0.00523809523809524,0.00263262467713094,0.00190294957183635,0.0071760236386661,0.0056657223796034,0.026431718061674,0.00120882441825325,0.0144055433989788,0.000878374421736839,0.0134088844673213,0.0427709262660719,0.0244799843014129,0.0076834929000301,0.000835770998746344,0.027859992278986,0.0186592208768491,0.00335570469798658,0.0100905383924252,0.00561561139969114,0.0129487635200325,0.0320106267988071,0.00703796234233136,0.0142883651883466,0.00489789695358433,0.000123225214617249,0.00875568860203146,1.82635058625854e-05,0.00425199159376375,9.88131443440454e-05,0.00469787785517577,0.00327684673719689,0.00673463083101637,0.000477885439325028,0,0.00561979200310057,0.00661984338419311,0.00621161855015176,0.00137573085701779,0.00195768390934418,0.00129252100346631,0.00990778889542868,0,0.00387019946412623,0.00926917225446554,0.00245549416820135,0.00661570630377404,0.00222798616653365,0.00291014914514369,0.000595187484057478,0,0,0.0410557184750733,0,0,0.00475624256837099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152542372881356,0,0,0,0,0.00129032258064516,0.00462962962962963,0.0033921302578019,0.0229299363057325,0.0327868852459016,0.0268456375838926,0,0,0,0,0.0144927536231884,0,0,0,0,0,0,0.0686619718309859,0.0211864406779661,0.0123456790123457,0,0,0,0,0.00171526586620926,0,0.636363636363636,0,0.0545454545454545,0,0.0555555555555556,0,0,0,0.268181818181818,0.00134680134680135,0,0,0,0.0229885057471264,0,0,0,0,0,0,0,0,0,0,0,0,0.000859106529209622,0,0,0,0.00515463917525773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176706827309237,0,0,0.0787992495309568,0,0.0168067226890756,0,0.0278330019880716,0,0,0,0,0,0,0,0.0112781954887218,0,0,0,0,0,0.0047246956205706,0.00207846193816576,0,0,0,0,0.00203942895989123,0,0,0,0.0233766233766234,0,0,0,0,0.000465477114041893,0.000301818456198597,0.00461484800515146,0.00934070210944189,0,0.0010717230008244,0,0.00696517412935323,0.0133400878081729,0.000160226064410878,0.012511163087391,3.39699463032206e-05,0.001953125,0,0.00126576556213553,3.75375375375375e-05,0.00736842105263158,0.00514499020262504,0.00706115406735255,0.00639795265515035,0,0.00816568925840695,0.00139370453463866,0,0.0046997103666867,0.0129790244202497,0.00348862045233405,0,3.32178091747589e-05,0,0,0,0.00424518217634303,0.00599376214799078,1.56870127221673e-05,0,0.00354645860776168,0.00298904018598472,0,0.00025599975546292
"f__Verrucomicrobiaceae;g__Luteolibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255427841634738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137788494660696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094493912411412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260416666666667,0,0,0,0,0,0,0.00146054272733735,0,0,0,0,0,0.00393676570092883,3.55981678809597e-05,0,0.00389755627650504,0,0,0,0,0,0,0,0,0,0,0
"f__Verrucomicrobiaceae;g__Prosthecobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000888415067519545,0,0,0,0,0.00188857412653447,0,0,0,0,0,0,0,0,0.000835770998746344,0.000321708917771201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153256704980843,0.00390227349847302,0,0.00223089793641941,0.00397727272727273,0,0.0017223561832587,0,0,0,0,0,0.00233590282644242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107322046631429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Verrucomicrobiaceae;g__Verrucomicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Vibrionaceae;g__Aliivibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267207223809085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Vibrionaceae;g__Enterovibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Vibrionaceae;g__Photobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
