"","X16S22DTH68.1_L2_Q1157W0181","X16S22DTH68.4_L2_Q1160W0181","X16S22DTH68.6_L2_Q1162W0181","X16S22DTH68.8_L2_Q1164W0181","X16S22DTH68.14_L2_Q1170W0181","X16S22DTH68.17_L2_Q1173W0181","X16S22DTH68.20_L2_Q0588W0181","X16S22DTH68.30_L2_Q1184W0181","X16S22DTH68.35_L2_Q1161W0179","X16S22DTH68.47_L2_Q1172W0179","X16S22DTH68.54_L2_Q1178W0179","X16S22DTH68.58_L2_Q0521W0179","X16S22DTH68.62_L2_Q1156W0180","X16S22DTH68.71_L2_Q1165W0180","X16S22DTH68.73_L2_Q1167W0180","X16S22DTH68.88_L2_Q1178W0180","X16S22DTH68.93_L2_Q1182W0180","X16S22DTH68.98_L2_Q1153W0180","X16S22DTH68.106_L2_Q1168W0650","X16S22DTH68.113_L2_Q1174W0650","X16S22DTH68.125_L2_Q0521W0650","X16S22DTH68.129_L2_Q1184W0650","X16S22DTH68.137_L2_Q1165W0195","X16S22DTH68.140_L2_Q1168W0195","X16S22DTH68.145_L2_Q1172W0195","X16S22DTH68.152_L2_Q1178W0195","X16S22DTH68.162_L2_Q1163W0196","X16S22DTH68.164_L2_Q1165W0196","X16S22DTH68.166_L2_Q1167W0196","X16S22DTH68.167_L2_Q1168W0196","X16S22DTH68.170_L2_Q1172W0196","X16S22DTH68.174_L2_Q0588W0196","X16S22DTH68.193_L2_Q1169W0197","X16S22DTH68.198_L2_Q1174W0197","X16S22DTH68.199_L2_Q1175W0197","X16S22DTH80.212_L2_Q0393W0193","X16S22DTH80.219_L2_Q1190W0193","X16S22DTH80.223_L2_Q0003W0198","X16S22DTH80.227_L2_Q0390W0198","X16S22DTH80.239_L2_Q1190W0198","X16S22DTH80.243_L2_Q1193W0198","X16S22DTH80.248_L2_Q0391W0199","X16S22DTH80.254_L2_Q0395W0199","X16S22DTH80.257_L2_Q1188W0199","X16S22DTH80.274_L2_Q0395W0072","X16S22DTH80.284_L2_Q0003W0066","X16S22DTH80.292_L2_Q1187W0066","X16S22DTH80.297_L2_Q0397W0066","X16S22DTH80.301_L2_Q0004W0069","X16S22DTH80.329_L2_Q0394W0070","X16S22DTH80.332_L2_Q0397W0070","X16S22DTH80.337_L2_Q1192W0070","X16S22DTH80.343_L2_Q0390W0071","X16S22DTH80.346_L2_Q1186W0071","X16S22DTH80.354_L2_Q1189W0071","X16S22DTH80.360_L2_Q0004W0565","X16S22DTH80.365_L2_Q0392W0565","X16S22DTH80.377_L2_Q1192W0565","X16S22DTH80.386_L2_Q1186W1757","X16S22DTH80_394","X16S22DTH80_410","X16S22DTH80_420","X16S22DTH80_429","X16S22DTH80_434","X16S22DTH80_443","X16S22DTH80_462","X16S22DTH80_466","X16S22DTH80_468","X16S22DTH80_469","X16S22DTH80_475","X16S22DTH80_486","X16S22DTH80_487","X16S22DTH80_502","X16S22DTH80_507","X16S22DTH80_511","X16S22DTH80_526","X16S22DTH80_530","X16S22DTH80_543","X16S22DTH80_544","X16S22DTH80_560","X16S22DTH80_564","X16S22DTH80_575","X16S22DTH80_576","X16S22DTH80_586","X16S22DTH80_594","X16S22DTH80_598","X16S22DTH80_601","X16S22DTH80_602","X16S22DTH80_632","X16S22DTH80_635","X16S22DTH80_647","X16S22DTH80_653","X16S22DTH80_680","X16S22DTH80_682","X16S22DTH80_687","X16S22DTH80_690","X16S22DTH80_700","X16S22DTH80_705","X16S22DTH80_710","X16S22DTH80_732","X16S22DTH80_740","X16S22DTH80_745","X16S22DTH80_753","X16S22DTH80_757","X16S22DTH80_762","X16S22DTH80_775","X16S22DTH80_783","X16S22DTH80_791","X16S22DTH80_794","X16S22DTH80_798","X16S22DTH80_801","X16S22DTH80_805","X16S22DTH80_808","X16S22DTH80_810","X16S22DTH80_814","X16S22DTH80_819","X16S22DTH80_821","X16S22DTH80_830","X16S22DTH80_833","A11_475","A13_473","A15_474","A16_473","A19_475","A2_473","A23_473","A23_474","A26_475","A27_474","A28_473","A3_474","A33_475","A34_474","A39_475","A4_475","A43_473","A43_474","A7_473","anzhen123_E_1","anzhen124_E_1","anzhen125_E_1","BL15001","BL16009","BL16010","BL16011","BL16014","BL16023","BL16027","BL16031","BL16033","BL16043","BL16046","BL16055","BL16056","BL16057","BL16069","BL16074","BL16082","BL16091","BL16101","BL16106","BL16111","BL16115","BL16126","BL16128","BL16134","BL16136","BL16139","BL16149","BL16151","BL16152","BL201701000994","BL201701001002","BL201701001010","BL201701001016","BL201701001022","BL201701001024","BL201701001030","BL201701001035","BL201701001126","BL201701001130","BL201703001198","BL201703001202","BL201703001370","BL201703001374","BL201703001375","BL201703001376","BL201703001377","BL201703001380","BL201705001633","BL201705001634","BL201705001639","BL201705001645","BL201705001711","BL201705001713","BL201705001715","BL201706002318","BL201706002319","BL201706002320","BL201711004468","BL201711004482","BL201711004486","BL201711004495","BL201712004849","BL201712004861","BL201712004867","BL201712004868","BL201712004880","BL201712004890","BL201712004898","BL201712004903","BL201712004910","BL201712004924","BL201712004932","BL201712004933","BL201712004935","BL201712004937","BL201712004947","BL201712004953","BL201712004967","BL201712004977","BL201712004981","BL201712004982","BL201712004983","BL201712004990","E102_E_1","E103_E_1","E107_E_1","E108_E_1","E113_E_1","E114_E_1","E115_E_1","E117_E_1","E118_E_1","E120_E_1","E124_E_1","E125_E_1","E44_E_1","E45_E_1","E46_E_1","E47_E_1","E49_E_1","E50_E_1","E51_E_1","E52_E_1","E57_E_1","E58_E_1","E60_E_1","E61_E_1","E63_E_1","E64_E_1","E66_E_1","E67_E_1","E68_E_1","E69_E_1","E70_E_1","E71_E_1","E73_E_1","E76_E_1","E77_E_0","E79_E_1","E80_E_1","E81_E_1","E83_E_1","E85_E_1","E86_E_1","E87_E_1","E88_E_1","E89_E_1","E90_E_1","E92_E_1","E93_E_1","E94_E_1","E97_E_1","E98_E_1","E99_E_1","MiLib476_A1","MiLib476_A14","MiLib476_A16","MiLib476_A20","MiLib476_A8","MiLib477_A1","MiLib477_A17","MiLib477_A25","MiLib477_A37","MiLib477_A43","MiLib477_A9","MiLib478_A12","MiLib478_A17","MiLib478_A22","MiLib478_A25","MiLib478_A27","MiLib478_A43","MiLib478_A7","MiLib479_A1","MiLib479_A13","MiLib479_A17","MiLib479_A3","MiLib479_A42","MiLib479_A44","E56_E_1","E75_E_1","X16S23DTH54_839","X16S23DTH54_840","X16S23DTH54_841","X16S23DTH54_842","X16S23DTH54_843","X16S23DTH54_844","X16S23DTH54_845","X16S23DTH54_846","X16S23DTH54_847","X16S23DTH54_848","X16S23DTH54_849","X16S23DTH54_850","X16S23DTH54_851","X16S23DTH54_852","X16S23DTH54_853","X16S23DTH54_854","X16S23DTH54_855","X16S23DTH54_856","X16S23DTH54_857","X16S23DTH54_858","X16S23DTH54_859","X16S23DTH54_860","X16S23DTH54_861","X16S23DTH54_862","X16S23DTH54_863","X16S23DTH54_864","X16S23DTH54_865","X16S23DTH54_866","X16S23DTH54_867","X16S23DTH54_868","X16S23DTH54_869","X16S23DTH54_870","X16S23DTH54_871","X16S23DTH54_872","X16S23DTH54_873","X16S23DTH54_874","X16S23DTH54_875","X16S23DTH54_876","X16S23DTH54_877","X16S23DTH54_879","X16S23DTH54_880","X16S23DTH54_881","X16S23DTH54_882","X16S23DTH54_883","X16S23DTH54_884","X16S23DTH54_885","X16S23DTH54_886","X16S23DTH54_887","X16S23DTH54_888","X16S23DTH54_889","X16S23DTH54_890","X16S23DTH54_891","X16S23DTH54_892","X16S23DTH54_893","X16S23DTH54_895","X16S23DTH54_896","X16S23DTH54_897"
"f__[Chthoniobacteraceae];g__OR-59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156492789889975,0,0,0,0,0,0,0,0,0,0,0
"f__[Entotheonellaceae];g__Candidatus Entotheonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000322893122376493,0,0.000737123376025062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__[Exiguobacteraceae];g__Exiguobacterium",0,0,0,0,0,0,0.00641330166270784,0,0,0,0,0.0125053533190578,0,0,0,0.0507157464212679,0.00288350634371396,0.0020746887966805,0,0,0,0,0,0.00337584396099025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172777884430793,0,0,0.00186282811176969,0,0.000719989527425056,0.00247000705716302,0,0,0.0010183299389002,0.000832721038452119,0.000966545069061204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00632849293563579,0.000506952108867965,0.00376096949435855,0,0,0,0,0,0.000101558929568882,0,0,0,0,0,0,5.47905175877561e-05,0,0,0,9.36241924913398e-05,0,0.00135126227671215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000919540229885057,0,0,0,0,0,0,0.00196662693682956,0,0,0,0,0.000700770847932726,0,0,0,0.0336220071319409,0,0.00322841000807102,0.00103761348897536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226415094339623,0,0,0,0,0,0,0,0,0.00220628792057364,0,0,0,0,0.115789473684211,0,0,0,0,0,0,0,0.0205761316872428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00842105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00391644908616188,0,0,0,0,0,0,0,0.000145683056666772,0.00132930848264975,0,0,0,0,0,0.00102052386891938,0.00424101370571502,0,0,0,0,0,0,0,0.000253292806484296,0,0.00152243248990006,0,0,0,0,0,0.00210526315789474,0,0.000990478624832258,0.00608128631161261,0.00526870389884088,0,0.00309334421102726,0,0,0,0,0,0,0.000263667616546157,0,0,0,0,0,0,0,0,0,0
"f__[Fimbriimonadaceae];g__Fimbriimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000600420294205944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119213192926684,0,0,0,0,0,0,0,0,0,0.00414540816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000766283524904215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228095623000011,0,0,0,0,0,0,0,0,0,0,0
"f__[Kouleothrixaceae];g__Kouleothrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__[Methanomassiliicoccaceae];g__Methanomassiliicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000910164321558595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__[Mogibacteriaceae];g__Anaerovorax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__[Mogibacteriaceae];g__Mogibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000238379022646007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00793650793650794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__[Odoribacteraceae];g__Butyricimonas",0.0046801872074883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408663669799755,0.00025230960329167,0,0.00358040652158299,0,0.00227227426749053,0,0,0,0.000641179770778232,0,0,0,0,0,0,0,0,0,0.0150909090909091,0,0,0,0,0.000170648464163823,0,0.00100012501562695,0,0,0,0,0,0,0,0.000198688654877806,0,0.00168847615027438,0,0,0,0,0,0,0,0.00046605180533752,0.000227072298763776,0,0,0,0.00201342281879195,0.00635842145276108,0.01109083251439,0.00736302239374397,0.0028780913435868,0.00658095180062153,0.00270097523762397,0.00298257149119046,9.58418335911935e-05,0.000311467183471475,0,0.000293240799569913,0,0,0.00014043628873701,0.00131294408402842,0.00143365631797508,0,0.000129190620760933,0.0046823282473561,0,0,0.00617423386793163,0,0,0,0.000645033244021038,0.00174677410266524,0.00111941645903297,0.00113118294313235,0.00711625432295823,0.001351140674531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112994350282486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131897120246208,0,0,0,0,0,0,0.00109031437397783,0,0,0,0,0.00841869994412367,0,1.5749519639651e-05,0,0,0,0.000926211793763507,0,0.00229195316081177,0,0.000413757434703905,0,0,0,0.000151526630805364,0,0,0,8.44309354947653e-05,0,0.0195449712949181,4.85284947188866e-06,0.00130208333333333,0,0.000700691650467881,0,0,0,0.0207681001980957,0,0,0,0,8.61660419628624e-05,0,0,0,0.00544608982988618,0,0,0,4.00072012962333e-05,0,0.00579487411291416,0,2.96830371089909e-06,0,0,0.00908940305925231,0
"f__[Odoribacteraceae];g__Odoribacter",0.0202808112324493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081732733959951,3.88168620448723e-05,0.000361228175797712,0.0050635638870933,0.000379542651105418,0,0,0.000445368171021378,0,0,0,0,0,0,0.000240168117682378,0,7.5551526140828e-05,0,0,0.0102424242424242,0,0,0,0,0,0,0.00350043755469434,0.000931808555696739,0,0,0,0,0.000355366027007818,0,0,0.00266412940057088,0,0,0.00991189427312775,0,0.024981765134938,0,0,0,0.000220761381475667,0.00192747416392508,0,0.00810706472783426,0.00373184417536983,0.00246085011185682,0,0.00940614909448266,0,0.0037506348730905,0,0.00723696418630544,0.00120065178239616,0.00381998165313471,3.46074648301639e-05,0.000228293823282317,0.00273691412931919,0.00231661927295484,0.000323991576219018,9.36241924913398e-05,0.00202347852950263,0.00360885900731659,0.00105192977257575,0.00406950455396938,0,0.00444695418931319,0,0.000978841954672088,0.00493508019505317,0,0,0.000421752505706063,0.00202851186115963,0.000397212291914924,0.00438761868851335,0.00432295823357276,0.0033778516863275,8.50267834367826e-05,0.00507826310545431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113012592831773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254777070063694,0,0,0.00759013282732448,0.0029673590504451,0.0353982300884956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160642570281124,0,0,0,0,0,0,0.0198807157057654,0,0,0,0,0,0,0,0,0,0,0,0,0.000248663434042024,0,0,0,0,0,0,0,0,8.30817801656097e-05,0,0,0,0,0.00125015626953369,0,0,0,0,0,0,0,0.0122514432328416,0,0,0,0,0,0,0.00010991426687184,0,0.0184872372372372,0,0.0107387986995216,0.00801968176880312,0,0,0.0159416524385717,0.00839622000135971,0,0,0.000123023928154026,0,0,0,0,0,0,0.00739089270989219,0,0,0,0,0.0026569246097642,0.00752112209398642,0
"f__[Paraprevotellaceae];g__[Prevotella]",0,0,0,0.0313465783664459,0.027860106698281,0,0.0111638954869359,0,0.00260926288323549,0.015843078083742,0,0,0,0,0.00261780104712042,0,0,0,0,0,0,0,0.00946185688941455,0,0,0.00101340224468597,0,0,0,0.000291036088474971,0,0,0,0,0,0.00572129137719657,0.0162448567657791,0.00529801324503311,0.00402032607914961,0.00408008349938324,0.036236794897349,0.00377141396062388,0.0797209026128266,0.00366055086826481,0.00120221207020918,0.0405420048607062,0.000135832654170062,0.0517373776156652,0.0041931439934293,0.0389672770939658,0.0029805249788315,0.0465019643396797,0.00667626652703233,0.0295224653022818,0.0127272727272727,0.0256549624959235,0.0218276808642522,0.0206710751898114,0.00994606054937175,0,0.00578356908926207,0.00300037504688086,0.00576027107157984,0.00991341139427335,0.00920568122041031,0.00957854406130268,0.00800533689126084,0.00124378109452736,0.0347619047619048,0.00437115040731174,0.00380589914367269,0.0101308569016463,0,0,0,0,0,0,0,0.000539638932496075,0.00184298214578042,0.00313414124529879,0,0,0,0,0,0,0,0,0,0,0,0.000830579155923933,0.00436497790115791,0,4.3916953041798e-05,0.00259193260975215,0,0,0.000181266890778459,5.9263649159197e-05,0,0.00113021716315492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00843060959792477,0,0,0,0,0,0,0,0.00814111261872456,0.00509554140127389,0.00504413619167718,0,0.00379506641366224,0,0,0.00573065902578797,0,0,0,0,0,0,0,0,0,0.0017636684303351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00642791551882461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399159663865546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051948051948052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018455859735466,0,0.0208695652173913,0,0,0,0,0,0,0,0,0.00397614314115308,0,0,0,0,0,0.0281562216167121,0,0,0,0,0,0,0,0,0,0,0,0.00937207122774133,0,0,0,0,0,0,0,0,0.00233362503646289,0,0,0,0.00807598400901505,0,0,0,0,0.00497512437810945,0.000422154677473826,0.00506897003772596,0.000110567722730172,4.85284947188866e-06,0.0143229166666667,0.0114860408881073,0.000158220695266941,0.000375375375375375,0.00842105263157895,0,0.0102562464055211,0,0,0,0.0120334489088313,0,0,0,0.000154258727484159,0,0.000468740196132709,0,0.00544287052857851,0,0,0,0,0.00168451235593523,0,0,0.00796289137997681,0
